sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
587,0.074 008 750,"SysTick","ISR Exit","Returns to Scheduler",592070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,3106,3,12 F4 03 
588,0.074 072 500,"SystemTask","Task Run","Runs for 129.000 us",592580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,3109,5,04 D0 0C FE 03 
589,0.074 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",593097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,3114,5,23 01 01 85 04 
590,0.074 201 500,"SystemTask","Task Block","Delayed",593612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,3119,6,07 D0 0C 04 83 04 
591,0.074 319 750,"Idle","System Idle","Idle for 689.000 us",594558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,3125,3,11 B2 07 
592,0.074 882 125,"SysTick","ISR Enter","Runs for 126.625 us",599057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3128,4,02 0F 93 23 
593,0.074 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",599570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,3132,5,06 D0 0C 81 04 
594,0.075 008 750,"SysTick","ISR Exit","Returns to Scheduler",600070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,3137,3,12 F4 03 
595,0.075 072 500,"SystemTask","Task Run","Runs for 129.000 us",600580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,3140,5,04 D0 0C FE 03 
596,0.075 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",601097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,3145,5,23 01 01 85 04 
597,0.075 201 500,"SystemTask","Task Block","Delayed",601612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,3150,6,07 D0 0C 04 83 04 
598,0.075 319 750,"Idle","System Idle","Idle for 689.000 us",602558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,3156,3,11 B2 07 
599,0.075 882 125,"SysTick","ISR Enter","Runs for 126.625 us",607057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3159,4,02 0F 93 23 
600,0.075 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",607570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,3163,5,06 D0 0C 81 04 
601,0.076 008 750,"SysTick","ISR Exit","Returns to Scheduler",608070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,3168,3,12 F4 03 
602,0.076 072 500,"SystemTask","Task Run","Runs for 129.000 us",608580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,3171,5,04 D0 0C FE 03 
603,0.076 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",609097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,3176,5,23 01 01 85 04 
604,0.076 201 500,"SystemTask","Task Block","Delayed",609612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,3181,6,07 D0 0C 04 83 04 
605,0.076 322 875,"Idle","System Idle","Idle for 827.500 us",610583,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,3187,3,11 CB 07 
606,0.076 882 125,"SysTick","ISR Enter","Runs for 268.250 us",615057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3190,4,02 0F FA 22 
607,0.076 946 250,"SysTick","Task Ready","Tarefa_T1, runs after 512.125 us",615570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,3194,5,06 98 0A 81 04 
608,0.077 018 500,"SysTick","Task Ready","Tarefa_T2, runs after 758.875 us",616148,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,3199,5,06 B4 0B C2 04 
609,0.077 090 000,"SysTick","Task Ready","SystemTask, runs after 124.125 us",616720,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,3204,5,06 D0 0C BC 04 
610,0.077 150 375,"SysTick","ISR Exit","Returns to Scheduler",617203,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,3209,3,12 E3 03 
611,0.077 214 125,"SystemTask","Task Run","Runs for 129.000 us",617713,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,3212,5,04 D0 0C FE 03 
612,0.077 278 750,"SystemTask","vTaskDelay","xTicksToDelay=1",618230,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,3217,5,23 01 01 85 04 
613,0.077 343 125,"SystemTask","Task Block","Delayed",618745,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,3222,6,07 D0 0C 04 83 04 
614,0.077 458 375,"Tarefa_T1","Task Run","Runs for 190.250 us",619667,0x0000000400000000,0x0000000800000518,0x0000000800000518,4,3228,5,04 98 0A 9A 07 
615,0.077 648 625,"Tarefa_T1","Task Block","Reason=27",621189,0x0000000800000518,0x0000000800000518,0x0000000400000000,7,3233,6,07 98 0A 1B F2 0B 
616,0.077 777 375,"Tarefa_T2","Task Run","Runs for 229.250 us",622219,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,3239,5,04 B4 0B 86 08 
617,0.077 882 125,"SysTick","ISR Enter","Runs for 124.500 us",623057,0x00000008000005B4,0x000000010000000F,0x000000010000000F,2,3244,4,02 0F C6 06 
618,0.077 946 250,"SysTick","Task Ready","SystemTask, runs after 124.125 us",623570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,3248,5,06 D0 0C 81 04 
619,0.078 006 625,"SysTick","ISR Exit","Returns to Scheduler",624053,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,3253,3,12 E3 03 
620,0.078 070 375,"SystemTask","Task Run","Runs for 129.000 us",624563,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,3256,5,04 D0 0C FE 03 
621,0.078 135 000,"SystemTask","vTaskDelay","xTicksToDelay=1",625080,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,3261,5,23 01 01 85 04 
622,0.078 199 375,"SystemTask","Task Block","Delayed",625595,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,3266,6,07 D0 0C 04 83 04 
623,0.078 318 625,"Tarefa_T2","Task Run","Runs for 490.750 us",626549,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,3272,5,04 B4 0B BA 07 
624,0.078 631 625,"Tarefa_T2","xQueueGenericSend","xQueue=0x20001070 pvItemToQueue=0x20000290 xTicksToWait=4294967295 xCopyPosition=0",629053,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,90,3277,17,5A 0D 9C 08 90 85 80 80 02 FF FF FF FF 0F 00 C8 13 
625,0.078 725 125,"Tarefa_T2","Task Ready","Tarefa_T1, runs after 84.250 us",629801,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,6,3294,5,06 98 0A EC 05 
626,0.078 809 375,"Tarefa_T1","Task Run","Runs for 296.250 us",630475,0x00000008000005B4,0x0000000800000518,0x0000000800000518,4,3299,5,04 98 0A A2 05 
627,0.078 917 250,"Tarefa_T1","xQueueGenericReceive","xQueue=0x20001070 pvBuffer=0x38000000 xTicksToWait=4294967295 xJustPeek=1",631338,0x0000000800000518,0x0000000800000518,0x0000000800000518,92,3304,17,5C 0D 9C 08 80 80 80 C0 03 FF FF FF FF 0F 01 DF 06 
628,0.078 981 125,"SysTick","ISR Enter","Runs for 124.500 us",631849,0x0000000800000518,0x000000010000000F,0x000000010000000F,2,3321,4,02 0F FF 03 
629,0.079 045 250,"SysTick","Task Ready","SystemTask, runs after 124.125 us",632362,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,3325,5,06 D0 0C 81 04 
630,0.079 105 625,"SysTick","ISR Exit","Returns to Scheduler",632845,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,3330,3,12 E3 03 
631,0.079 169 375,"SystemTask","Task Run","Runs for 129.000 us",633355,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,3333,5,04 D0 0C FE 03 
632,0.079 234 000,"SystemTask","vTaskDelay","xTicksToDelay=1",633872,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,3338,5,23 01 01 85 04 
633,0.079 298 375,"SystemTask","Task Block","Delayed",634387,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,3343,6,07 D0 0C 04 83 04 
634,0.079 414 500,"Tarefa_T1","Task Run","Runs for 261.500 us",635316,0x0000000400000000,0x0000000800000518,0x0000000800000518,4,3349,5,04 98 0A A1 07 
635,0.079 612 125,"Tarefa_T1","vTaskDelayUntil","",636897,0x0000000800000518,0x0000000800000518,0x0000000800000518,36,3354,4,24 00 AD 0C 
636,0.079 676 000,"Tarefa_T1","Task Block","Delayed",637408,0x0000000800000518,0x0000000800000518,0x0000000400000000,7,3358,6,07 98 0A 04 FF 03 
637,0.079 781 000,"Tarefa_T2","Task Run","Runs for 222.000 us",638248,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,3364,5,04 B4 0B C8 06 
638,0.079 844 625,"Tarefa_T2","vTaskDelayUntil","",638757,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,36,3369,4,24 00 FD 03 
639,0.079 890 000,"SysTick","ISR Enter","Runs for 46.125 us",639120,0x00000008000005B4,0x000000010000000F,0x000000010000000F,2,3373,4,02 0F EB 02 
640,0.079 936 125,"SysTick","ISR Exit","Returns to Tarefa_T2",639489,0x000000010000000F,0x000000010000000F,0x00000008000005B4,3,3377,3,03 F1 02 
641,0.080 003 000,"Tarefa_T2","Task Block","Delayed",640024,0x00000008000005B4,0x00000008000005B4,0x0000000400000000,7,3380,6,07 B4 0B 04 97 04 
642,0.080 098 000,"Scheduler","Task Ready","SystemTask, runs after 94.000 us",640784,0x0000000400000000,0x0000000400000000,0x0000000400000000,6,3386,5,06 D0 0C F8 05 
643,0.080 192 000,"SystemTask","Task Run","Runs for 129.000 us",641536,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,3391,5,04 D0 0C F0 05 
644,0.080 256 625,"SystemTask","vTaskDelay","xTicksToDelay=1",642053,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,3396,5,23 01 01 85 04 
645,0.080 321 000,"SystemTask","Task Block","Delayed",642568,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,3401,6,07 D0 0C 04 83 04 
646,0.080 439 250,"Idle","System Idle","Idle for 569.500 us",643514,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,3407,3,11 B2 07 
647,0.080 882 125,"SysTick","ISR Enter","Runs for 126.625 us",647057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3410,4,02 0F D7 1B 
648,0.080 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",647570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,3414,5,06 D0 0C 81 04 
649,0.081 008 750,"SysTick","ISR Exit","Returns to Scheduler",648070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,3419,3,12 F4 03 
650,0.081 072 500,"SystemTask","Task Run","Runs for 129.000 us",648580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,3422,5,04 D0 0C FE 03 
651,0.081 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",649097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,3427,5,23 01 01 85 04 
652,0.081 201 500,"SystemTask","Task Block","Delayed",649612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,3432,6,07 D0 0C 04 83 04 
653,0.081 319 750,"Idle","System Idle","Idle for 689.000 us",650558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,3438,3,11 B2 07 
654,0.081 882 125,"SysTick","ISR Enter","Runs for 126.625 us",655057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3441,4,02 0F 93 23 
655,0.081 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",655570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,3445,5,06 D0 0C 81 04 
656,0.082 008 750,"SysTick","ISR Exit","Returns to Scheduler",656070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,3450,3,12 F4 03 
657,0.082 072 500,"SystemTask","Task Run","Runs for 129.000 us",656580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,3453,5,04 D0 0C FE 03 
658,0.082 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",657097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,3458,5,23 01 01 85 04 
659,0.082 201 500,"SystemTask","Task Block","Delayed",657612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,3463,6,07 D0 0C 04 83 04 
660,0.082 319 750,"Idle","System Idle","Idle for 689.000 us",658558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,3469,3,11 B2 07 
661,0.082 882 125,"SysTick","ISR Enter","Runs for 126.625 us",663057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3472,4,02 0F 93 23 
662,0.082 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",663570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,3476,5,06 D0 0C 81 04 
663,0.083 008 750,"SysTick","ISR Exit","Returns to Scheduler",664070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,3481,3,12 F4 03 
664,0.083 072 500,"SystemTask","Task Run","Runs for 129.000 us",664580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,3484,5,04 D0 0C FE 03 
665,0.083 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",665097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,3489,5,23 01 01 85 04 
666,0.083 201 500,"SystemTask","Task Block","Delayed",665612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,3494,6,07 D0 0C 04 83 04 
667,0.083 319 750,"Idle","System Idle","Idle for 689.000 us",666558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,3500,3,11 B2 07 
668,0.083 882 125,"SysTick","ISR Enter","Runs for 126.625 us",671057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3503,4,02 0F 93 23 
669,0.083 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",671570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,3507,5,06 D0 0C 81 04 
670,0.084 008 750,"SysTick","ISR Exit","Returns to Scheduler",672070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,3512,3,12 F4 03 
671,0.084 072 500,"SystemTask","Task Run","Runs for 129.000 us",672580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,3515,5,04 D0 0C FE 03 
672,0.084 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",673097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,3520,5,23 01 01 85 04 
673,0.084 201 500,"SystemTask","Task Block","Delayed",673612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,3525,6,07 D0 0C 04 83 04 
674,0.084 319 750,"Idle","System Idle","Idle for 689.000 us",674558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,3531,3,11 B2 07 
675,0.084 882 125,"SysTick","ISR Enter","Runs for 126.625 us",679057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3534,4,02 0F 93 23 
676,0.084 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",679570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,3538,5,06 D0 0C 81 04 
677,0.085 008 750,"SysTick","ISR Exit","Returns to Scheduler",680070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,3543,3,12 F4 03 
678,0.085 072 500,"SystemTask","Task Run","Runs for 129.000 us",680580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,3546,5,04 D0 0C FE 03 
679,0.085 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",681097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,3551,5,23 01 01 85 04 
680,0.085 201 500,"SystemTask","Task Block","Delayed",681612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,3556,6,07 D0 0C 04 83 04 
681,0.085 319 750,"Idle","System Idle","Idle for 689.000 us",682558,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,3562,3,11 B2 07 
682,0.085 882 125,"SysTick","ISR Enter","Runs for 126.625 us",687057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3565,4,02 0F 93 23 
683,0.085 946 250,"SysTick","Task Ready","SystemTask, runs after 126.250 us",687570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,3569,5,06 D0 0C 81 04 
684,0.086 008 750,"SysTick","ISR Exit","Returns to Scheduler",688070,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,3574,3,12 F4 03 
685,0.086 072 500,"SystemTask","Task Run","Runs for 129.000 us",688580,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,3577,5,04 D0 0C FE 03 
686,0.086 137 125,"SystemTask","vTaskDelay","xTicksToDelay=1",689097,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,3582,5,23 01 01 85 04 
687,0.086 201 500,"SystemTask","Task Block","Delayed",689612,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,3587,6,07 D0 0C 04 83 04 
688,0.086 322 875,"Idle","System Idle","Idle for 827.500 us",690583,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,3593,3,11 CB 07 
689,0.086 882 125,"SysTick","ISR Enter","Runs for 268.250 us",695057,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3596,4,02 0F FA 22 
690,0.086 946 250,"SysTick","Task Ready","Tarefa_T1, runs after 512.125 us",695570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,3600,5,06 98 0A 81 04 
691,0.087 018 500,"SysTick","Task Ready","Tarefa_T2, runs after 758.875 us",696148,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,3605,5,06 B4 0B C2 04 
692,0.087 090 000,"SysTick","Task Ready","SystemTask, runs after 124.125 us",696720,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,3610,5,06 D0 0C BC 04 
693,0.087 150 375,"SysTick","ISR Exit","Returns to Scheduler",697203,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,3615,3,12 E3 03 
694,0.087 214 125,"SystemTask","Task Run","Runs for 129.000 us",697713,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,3618,5,04 D0 0C FE 03 
695,0.087 278 750,"SystemTask","vTaskDelay","xTicksToDelay=1",698230,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,3623,5,23 01 01 85 04 
696,0.087 343 125,"SystemTask","Task Block","Delayed",698745,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,3628,6,07 D0 0C 04 83 04 
697,0.087 458 375,"Tarefa_T1","Task Run","Runs for 190.250 us",699667,0x0000000400000000,0x0000000800000518,0x0000000800000518,4,3634,5,04 98 0A 9A 07 
698,0.087 648 625,"Tarefa_T1","Task Block","Reason=27",701189,0x0000000800000518,0x0000000800000518,0x0000000400000000,7,3639,6,07 98 0A 1B F2 0B 
699,0.087 777 375,"Tarefa_T2","Task Run","Runs for 229.250 us",702219,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,3645,5,04 B4 0B 86 08 
700,0.087 882 125,"SysTick","ISR Enter","Runs for 124.500 us",703057,0x00000008000005B4,0x000000010000000F,0x000000010000000F,2,3650,4,02 0F C6 06 
701,0.087 946 250,"SysTick","Task Ready","SystemTask, runs after 124.125 us",703570,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,3654,5,06 D0 0C 81 04 
702,0.088 006 625,"SysTick","ISR Exit","Returns to Scheduler",704053,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,3659,3,12 E3 03 
703,0.088 070 375,"SystemTask","Task Run","Runs for 129.000 us",704563,0x0000000400000000,0x0000000800000650,0x0000000800000650,4,3662,5,04 D0 0C FE 03 
704,0.088 135 000,"SystemTask","vTaskDelay","xTicksToDelay=1",705080,0x0000000800000650,0x0000000800000650,0x0000000800000650,35,3667,5,23 01 01 85 04 
705,0.088 199 375,"SystemTask","Task Block","Delayed",705595,0x0000000800000650,0x0000000800000650,0x0000000400000000,7,3672,6,07 D0 0C 04 83 04 
706,0.088 318 625,"Tarefa_T2","Task Run","Runs for 489.250 us",706549,0x0000000400000000,0x00000008000005B4,0x00000008000005B4,4,3678,5,04 B4 0B BA 07 
707,0.088 630 125,"Tarefa_T2","xQueueGenericSend","xQueue=0x20001070 pvItemToQueue=0x20000290 xTicksToWait=4294967295 xCopyPosition=0",709041,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,90,3683,17,5A 0D 9C 08 90 85 80 80 02 FF FF FF FF 0F 00 BC 13 
708,0.088 723 625,"Tarefa_T2","Task Ready","Tarefa_T1, runs after 84.250 us",709789,0x00000008000005B4,0x00000008000005B4,0x00000008000005B4,6,3700,5,06 98 0A EC 05 
709,0.088 807 875,"Tarefa_T1","Task Run","Runs for 296.250 us",710463,0x00000008000005B4,0x0000000800000518,0x0000000800000518,4,3705,5,04 98 0A A2 05 
710,0.088 915 750,"Tarefa_T1","xQueueGenericReceive","xQueue=0x20001070 pvBuffer=0x38000000 xTicksToWait=4294967295 xJustPeek=1",711326,0x0000000800000518,0x0000000800000518,0x0000000800000518,92,3710,17,5C 0D 9C 08 80 80 80 C0 03 FF FF FF FF 0F 01 DF 06 
711,0.088 979 625,"SysTick","ISR Enter","Runs for 124.500 us",711837,0x0000000800000518,0x000000010000000F,0x000000010000000F,2,3727,4,02 0F FF 03 
